10777718	LD	linkage disequilibrium
10777718	STR	short tandem repeat
107868	AS	ankylosing spondylitis
10790204	VLCAD	Very long chain acyl-CoA dehydrogenase
10797418	FISH	Fluorescence in situ hybridization
10797418	PWS	Prader-Willi syndrome
10798358	GLDC	glycine decarboxylase gene
10798358	NKH	nonketotic hyperglycinemia
10798358	PCR	polymerase chain reaction
10802660	ES	embryonic stem
10802660	IC	'imprinting centre'
10802660	PWS	Prader-Willi syndrome
10802669	A-T	ataxia-telangiectasia
10802669	DSBs	double-strand breaks
10802669	IR	ionizing radiation
10802669	NBS	Nijmegen breakage syndrome
10807793	FMF	Familial Mediterranean fever
10807793	IFN	interferon
10807793	IL	interleukin
10814710	MPS IVA	Mucopolysaccharidosis IVA
10817650	A-T	ataxia-telangiectasia
10818206	Chr	Chromosome
10818206	FMF	Familial Mediterranean fever
10827108	PLP	proteolipid protein gene
10827108	PMD	Pelizaeus-Merzbacher disease
10830910	VHL	Von Hippel-Lindau
10830915	FRDA	Friedreich ataxia
10835440	BP	blood pressure
10835440	DBP	diastolic BP
10835440	INWEST	Intravenous Nimodipine West European Stroke Trial
10835440	SBP	systolic BP
10839544	A-T	Ataxia-telangiectasia
10839544	NBS	Nijmegen breakage syndrome
10861282	AS	Ankylosing spondylitis
10861282	CYP2D6	cytochrome P450 2D6 gene
10878391	WAS	Wiskott-Aldrich syndrome
10878391	WASP	WAS protein
10888879	AAV	adeno-associated virus
10888879	ERGs	electroretinograms
10891444	FGA	fibrinogen alpha
10901305	CHEOPS	Children's Hospital of Eastern Ontario Pain Scale
10911990	PSF	PTB associated splicing factor
10911990	PTB	polypyrimidine tract binding protein
10911990	U2AF	U2 auxiliary factor
10915770	PWS	Prader-Willi syndrome
10923035	BFIC	Benign familial infantile convulsions
10923035	GEFS +	"generalized epilepsy and febrile seizures ""plus"""
10923035	SCN1B	sodium channel beta1 subunit gene
10924409	AFAP	attenuated FAP
10924409	APC	adenomatous polyposis coli
10924409	FAP	familial adenomatous polyposis
10930361	FRDA	Friedreich ataxia
10930361	MDa	megadaltons
10930571	AAS	Aarskog-Scott Syndrome
10930571	Btk	Bruton's tyrosine kinase
10930571	PH	pleckstrin homology
10930571	Rho/Rac GEF	Rho/Rac guanine nucleotide exchange factors
10932179	HD	Huntington disease
10947987	APC	adenomatous polyposis coli gene
10947987	GEF	guanine nucleotide exchange factor
10958786	DCC	Deleted in Colorectal Cancer
10975596	FS	fractional shortening
10975596	HR	Heart rate
10975596	LVEF	left ventricular ejection fraction
10976074	mRNA	messenger RNA
10982189	APC	adenomatous polyposis coli
10982189	FAP	familial adenomatous polyposis
10986547	EPS	Extrapyramidal Symptom
10986547	Y-MRS	Young-Mania Rating Scale
10987655	EA-2	episodic ataxia type 2
10987655	FHM	familial hemiplegic migraine
10987655	SCA6	spinocerebellar ataxia 6
11007689	TMA	thrombotic microangiopathy
11026989	CT	contrast threshold
11026989	RT	reaction time
11027905	MMSE	Mini-Mental State Examination
11027905	NMDA	N-methyl-D-aspartate
11054569	DOX	doxorubicin
11054569	MDR	multidrug resistant
11054569	MS-RDA	methylation sensitive-representational difference analysis
11135224	CI	confidence interval
11135224	NSCLC	nonsmall cell lung carcinoma
11135381	MUP	maximum urethral pressure
11176729	ACE	angiotensin-converting enzyme
11176729	CHF	chronic heart failure
11176729	OD	once daily
11229942	CE	cocaethylene
11229942	IV	intravenous
11250767	MPO	myeloperoxidase
11250767	pANCA	perinuclear-staining antineutrophil cytoplasmic autoantibodies
11256525	RAS	renin-angiotensin system
11263551	CIPS	Calcineurin-inhibitor Induced Pain Syndrome
11279304	ANP	atrial natriuretic peptide
11279304	BNP	brain natriuretic peptide
11279304	DNR	daunorubicin
11334364	AAP	acetaminophen
11334364	AMI	amiodarone
11334364	DNA	endonuclease-dependent and independent
11334364	DOX	doxorubicin
11334364	GSPE	grape seed proanthocyanidin extract
11379838	SSRIs	selective serotonin reuptake inhibitors
11380496	MPO-ANCA	Myeloperoxidase antineutrophil cytoplasmic antibody
11380496	MPO-ANCA	myeloperoxidase-antineutrophil cytoplasmic antibody
11380496	PTU	propylthiouracil
11385188	ECG	electrocardiography
11391224	PTCR	peritubular capillary basement membranes
11391224	TG	transplant glomerulopathy
11401944	APD	action potential duration
11401944	EAD	early afterdepolarization
11401944	TDR	transmural dispersion of repolarization
11401944	TdP	torsade de pointes
11423811	DSE	Dobutamine stress echocardiography
11426838	DTG	di-o-tolylguanidine
11439380	NCS	nerve conduction studies
11439380	SNAPs	sensory nerve action potentials
11532387	RS	Rabbit syndrome
11569530	MAPD	monophasic action potential duration
11569530	TDP	Torsades de pointes
11679859	CI	confidence interval
11706060	ANF	atrial natriuretic factor
11706060	CM	cardiomyopathy
11706060	HAART	Highly active antiretroviral therapy
11706060	LA	lactate
11708428	PDN	prednisone
11745287	AUC	area under the concentration curve
11773892	CRF	chronic renal failure
11773892	ESRD	End-stage renal disease
11773892	ESRD	end-stage renal disease
11799346	FDA	Food and Drug Administration
11799346	WHO	World Health Organization
11807648	FS	Fibrin sealants
11807648	tAMCA	tranexamic acid
11875660	E13.5	embryonic day 13.5
11915580	DCF	diclofenac
11915580	DPI	difference in pain intensity score
11915580	GTN	glyceryl trinitrate
11915580	NO	nitric oxide
11936424	ACE	angiotensin converting enzyme
11936424	BP	blood pressure
11936424	GSI	glomerulosclerosis index
11936424	PAN	puromycin aminonucleoside
11936424	SD	Sprague-Dawley
11961407	GLEPP1	Glomerular epithelial protein 1
11961407	PAN	puromycin aminonucleoside
12051122	SIADH	secretion of anti-diuretic hormone
12059909	CY	cyclophosphamide
12063090	ua	units area
12090760	AZT	Azidothymidine
12090760	EPO	erythropoietin
12090760	IGF II	insulin-like growth factor II
12090760	IL-3	interleukin 3
12119460	5-FU	5-fluorouracil
12119460	AGC	advanced gastric cancer
12119460	CI	confidence interval
12119460	FA	folinic acid
12119460	HUS	hemolytic-uremic syndrome
12119460	MMC	mitomycin C
12198388	ACh	acetylcholine
12198388	WSP	Withdrawal Seizure-Prone
12359538	CK	creatine kinase
12359538	MI	myocardial infarction
12359538	cTnI	cardiac troponin I
12372954	AIN	acute interstitial nephritis
12442272	ALS	amyotrophic lateral sclerosis
12452552	CRF	chronic renal failure
12452552	NMS	neuroleptic malignant syndrome
1248000	A-T	Ataxia-telangiectasia
12487093	BBB	blood-brain barrier
12498738	RCR	respiratory control ratio
12523465	EEG	electroencephalogram
12523489	CPA	N6-cyclopentyladenosine
12523489	CPT	8-cyclopentyltheophylline
12523489	DMPX	3,7-dimethyl-1-propargylxanthine
12523489	NECA	5'-N-ethylcarboxamidoadenosine
12535818	AF	atrial fibrillation
12535818	CI	confidence interval
12535818	MI	myocardial infarction
12535818	OR	odds ratio
12584269	CsA	cyclosporine A
12584269	GFR	glomerular filtration rate
12584269	SRL	Sirolimus
12589964	CIPS	Calcineurin-inhibitor induced pain syndrome
12589964	DOX	doxorubicin
12589964	ED	End-diastolic
12589964	ES	end-systolic
12589964	FS	fractional shortening
12589964	cTnI	Cardiac troponins I
12615818	CI	confidence interval
12615818	COCs	combined oral contraceptives
12615818	CPA/EE	Cyproterone acetate combined with ethinyl estradiol
12615818	PCOS	polycystic ovary syndrome
12615818	VTE	venous thromboembolism
12617329	GM	gentamicin
12627929	VTE	venous thromboembolism
12644816	PSA	prostate-specific antigen
12653683	CGRP	calcitonin gene-related peptide
12653683	PAN	puromycin aminonucleoside
12678199	TdP	torsade de pointes
12684739	DA	dopamine
12684739	GVG	gamma-Vinyl GABA
12684739	NAcc	nucleus accumbens
12684739	VFD	visual field defects
12695819	ADC	Apparent diffusion coefficient
12695819	DW	diffusion-weighted
12699527	MC	Myotonia congenita
12716030	ICH	intracerebral hemorrhage
12752472	TE	time
12752472	TI	time
12752472	VE	ventilation
12757899	SE	status epilepticus
1279971	PDGFRA	platelet-derived growth factor receptor alpha subunit
12820454	CAB	combined androgen blockade
12820454	Hb	hemoglobin
12828076	sFas	soluble Fas
1282899	HPRT	hypoxanthine guanine phosphoribosyltransferase
1282899	PRPP	5-phosphoribosyl-1-pyrophosphate
12865514	STN	subthalamic nucleus
1289188	DFX	desferrioxamine
12907309	MPEP	2-methyl-6-(phenylethynyl)pyridine
12907309	mGluR5	metabotropic glutamate receptor 5
1301189	Hex A	hexosaminidase A
1301189	TSD	Tay-Sachs disease
1301190	TSD	Tay-Sachs disease
1301200	HPA	hyperphenylalaninemia
1301200	PAH	phenylalanine hydroxylase
1301200	PKU	phenylketonuria
1301201	PAH	phenylalanine hydroxylase
1301937	TSD	Tay-Sachs disease
1301938	TSD	Tay-Sachs disease
1302003	CHM	Choroideremia
1303170	Mb	million base pair
1303170	STSs	sequence-tagged sites
1303170	YAC	yeast artificial chromosome
1303171	PFGE	pulsed-field gel electrophoresis
1303173	G6PD	glucose 6-phosphate dehydrogenase
1303277	PWS	Prader-Willi syndrome
1303277	SNRPN	small nuclear RNA associated polypeptide SmN
1307230	Hex A	beta-hexosaminidase A
1307230	TSD	Tay-Sachs disease
1307245	ND	Norrie disease
1307245	SSCP	single strand conformation polymorphism
1307253	SSCP	single strand conformation polymorphism
1313112	FAPC	familial adenomatous polyposis coli
1315306	HD	Huntington disease
1315306	Pdeb	PDE beta-subunit gene
1316718	HIV	human immunodeficiency virus
1316718	WAS	Wiskott-Aldrich syndrome
1317264	APC	adenomatous polyposis coli
1319059	DMD	Duchenne muscular dystrophy
1319059	kb	14-kilobase
1319838	APC	adenomatous polyposis coli
1319838	FAP	familial adenomatous polyposis
1322637	TSD	Tay-Sachs disease
1323345	G6PD	glucose-6-phosphate dehydrogenase
1323345	nt	nucleotide
1324223	DGGE	denaturing gradient gel electrophoresis
1324223	FAP	Familial adenomatous polyposis
1325652	APC	adenomatous polyposis coli
1325652	MCC	mutated in colorectal carcinoma
1325652	YACs	yeast artificial chromosomes
1334370	FISH	Fluorescence in situ hybridization
1338764	APC	adenomatous polyposis coli
1338764	FAP	familial adenomatous polyposis
1338764	PCR	polymerase chain reaction
1338904	APC	adenomatous polyposis coli
1338904	FAP	familial adenomatous polyposis
1338904	LOH	loss of heterozygosity
1338904	MCR	mutation cluster region
1345170	DTD	diastrophic dysplasia
1346773	WAS	Wiskott-Aldrich syndrome
1347968	DMD	Duchenne muscular dystrophy
1349199	DGS	DiGeorge syndrome
1351034	APC	adenomatous polyposis coli
1351034	FAP	familial adenomatous polyposis
1351034	LOH	Loss of heterozygosity
1352883	GAA	G----T transversion that converts a glutamine
1353340	ARSA	arylsulfatase A
1353340	ARSA	arylsulfatase A
1353340	MLD	metachromatic leukodystrophy
1353340	MLD	metachromatic leukodystrophy
1357962	PWS	Prader-Willi syndrome
1358807	XAI	X-linked amelogenesis imperfecta
1360900	5-HT	5-hydroxytryptamine
1361100	PAH	phenylalanine hydroxylase
1361100	PKU	Phenylketonuria
1361318	C2	complement factor 2
1376553	PLP	proteolipid protein
1376553	PMD	Pelizaeus-merzbacher disease
1378968	GFR	glomerular filtration rate
1378968	HP	high protein
1380672	PLP	Proteolipid protein
1384323	Hex A	beta-hexosaminidase A
1384324	CVS	chorionic villus sample
1384324	PLP	proteolipid protein
1384324	SSCP	single-strand conformation polymorphism
1409710	vWF	von Willebrand factor
1420650	CBZ	carbamazepine
1423336	LNAA	large neutral amino acid
1424237	CES	cat eye syndrome
1436384	NMDA	N-methyl-D-aspartate
1449452	ACE	Angiotensin-converting enzyme
1449452	MI	myocardial infarction
14510914	ITD	Iodide transport defect
14510914	nt	nucleotide
14568327	LIDs	Levodopa-induced dyskinesias
14568327	PD	Parkinson's disease
14657095	AmB	amphotericin B
14659530	CGRP	calcitonin gene-related peptide
1468459	CFND	craniofrontonasal dysplasia
14722929	NSARD	non-syndromic autosomal recessive deafness
14748761	CI	confidence interval
14748761	GEM	gemcitabine
14748761	VDS	vindesine
14748761	VNR	vinorelbine
1483696	HEXA	hexosaminidase A
1483696	TSD	Tay-Sachs disease
15000256	PCR	polymerase chain reaction
15000256	SSCP	-single strand conformation polymorphism
15009014	VIP	vasoactive intestinal polypeptide
15018851	CMV	anti-cytomegalovirus
15018851	gB	glycoprotein B
15036754	ACh	acetylcholine
15036754	AChEs	acetylcholinesterases
15036754	BChEs	butyrylcholinesterases
15036754	CNS	central nervous system
15036754	CPA	N(6)-cyclopentyl adenosine
15036754	DFP	diisopropylfluorophosphate
15036754	OP	organophosphorus
15036754	SC	subcutaneously
15041272	GPIb	glycoprotein Ib
15041272	HMW	high-molecular weight
15041272	PCR	polymerase chain reaction
15041272	RIPA	ristocetin-induced platelet aggregation
15041272	VWD	von Willebrand disease
15041272	VWF	von Willebrand factor
15041272	VWF:Ag	von Willebrand factor antigen
15041272	VWF:RCo	von Willerand factor ristocetin-cofactor
1505217	AGA	aspartylglucosaminidase
1505217	AGU	Aspartylglucosaminuria
1505982	ACP1	acid phosphatase-1
15064320	AR	androgen receptor
15064320	MPH	male pseudohermaphrodite
15064320	T	testosterone
15064320	hCG	human chorionic gonadotropin
15069170	GS	Gitelman's syndrome
15069170	NCCT	Na-Cl co-transporter
15075188	ENaC	epithelial Na channel
15075188	IM	inner medulla
15075188	ISOM	inner stripe of the outer medulla
15075188	NHE3	Na(+)/H(+) exchanger type 3
15075188	PAN	puromycin aminonucleoside
15075188	TSC	thiazide-sensitive Na(+)-Cl(-) cotransporter
15086325	AA	amino acids
15086325	FV	factor V
15086325	PCR	polymerase chain reaction
15086325	cDNA	complementary DNA
15094729	MRDs	mean radial degrees
15096016	PD	Parkinson's disease
15099351	PCSK9	Proprotein convertase subtilisin/kexin type 9
15120741	SE	status epilepticus
15122708	DRMs	Desmin-related myopathies
15122708	SEPN-RM	SEPN-related myopathy
15122711	POLG	polymerase gamma
15130900	CI	confidence interval
15130900	ORs	odds ratios
1517503	PG	pyoderma gangrenosum
15191352	RTH	Resistance to thyroid hormone syndrome
15191352	TR-beta	thyroid hormone receptor beta gene
15198485	BP	blood pressure
15198485	ET-1	Endothelin-1
15200408	PCR	polymerase chain reaction
15200408	SNPs	single nucleotide polymorphisms
15200408	UP	uroplakin
15200408	VUR	vesicoureteral reflux
15229250	MA	methamphetamine
15229250	MRI	magnetic resonance imaging
15233872	TCR	Tincture of Crataegus
15241482	CHD	coronary heart disease
15241482	PON1	paraoxonase 1
15265979	PPARalpha	peroxisome proliferator-activated receptor-alpha
15265979	PPARalpha-/-	PPARalpha knockout
15266215	COX	cyclooxygenase
15266215	NSAIDs	nonsteroidal antiinflammatory drugs
15266215	cardiac	cardiovascular thrombotic events
1527456	IST	Idiopathic subjective tinnitus
15275829	nAChRs	nicotinic acetylcholine receptors
15325671	CHF	congestive heart failure
15366550	DI	diabetes insipidus
15458908	CI	confidence interval
15458908	RR	relative risk
15459183	AS	alternatively spliced
15459183	SLE	systemic lupus erythematosus
15459975	DSAP	Disseminated superficial actinic porokeratosis
15461822	rDEN-2	recombinant DEN-2
15464247	IL-12	Interleukin-12
15464247	IL12B	interleukin 12B
15464247	SVR	sustained virologic response
15485686	LQTS	long QT syndrome
15515654	DFO	desferrioxamine
15515654	SNHL	sensorineural hearing loss
15523499	beta-AR	beta-adrenergic receptors
15572383	ACE	angiotensin-converting enzyme
15572383	i.v.	intravenously
15583840	RT-PCR	reverse transcription-PCR
15599941	AR	androgen receptor
15599941	ARE	androgen response element
15599941	BPH	benign prostatic hyperplasia
15599941	PC	prostate cancer
15599941	PSA	prostate specific antigen
15605432	3NT	3-nitrotyrosine
15605432	4HNE	4-hydroxy-2-nonenal
15605432	ADR	adriamycin
15609295	BSS	Bernard-Soulier syndrome
15609295	GP	glycoprotein
15609701	VT	ventricular tachycardia
15614572	WDS	wet dog shake
15623763	Arg124Cys	arginine 124-to-cysteine
15623763	Arg555Trp	arginine 555-to-tryptophan
15623763	GCD	granular corneal dystrophy
15623763	Gly594Val	glycine-594-valine
15623763	His626Arg	histidine 626-to-arginine
15623763	LCD	lattice corneal dystrophy
15623763	Leu269Phe	leucine 269 to phenylalanine
15623763	SNPs	single-nucleotide polymorphisms
15623763	Val539Asp	valine-539-aspartic acid
15625689	OPSE	oropharyngeal swallowing efficiency
15625689	PD	Parkinson's disease
1562739	G6PD	Glucose-6-PHOSPHATE dehydrogenase
1562739	PCR	polymerase chain reaction
1562739	RE	PCR/restriction enzyme
15627798	MAP	mitogen-activated protein
15627798	NF-kappaB	nuclear factor-kappaB
15627798	PDTC	pyrrolidine dithiocarbamate
15632880	ESRD	End-stage renal disease
15649253	PCNSL	primary central nervous system lymphomas
15649445	TD	tardive dyskinesia
15673851	CSF	cerebrospinal fluid
15673851	IT	intrathecally
15673851	NMDA	N-methyl-d-aspartate
15686794	AF	atrial fibrillation
15696449	AL	amyloidosis
15696449	ARI	Acute renal insufficiency
15696449	PBSCT	peripheral blood stem cell transplant
15748645	UV	ultraviolet
15754732	pHPT	Primary hyperparathyroidism
15755837	AOR	adjusted odds ratio
15755837	DHFR	Dihydrofolate reductase
15770495	SRD5A2	steroid 5alpha-reductase type 2
1577476	DMD	Duchenne muscular dystrophy
1577476	GRMD	Golden retriever muscular dystrophy
1577763	C2	C2D
15807692	PTC	premature termination codon
15814629	ACE	angiotensin I-converting enzyme
15814629	UICC	Unio Internationale Contra Cancrum
15815446	15/HTN	15/hypertension
15815446	90/HTN	90/hypertension
15818664	5'-UTR	5'-untranslated region
15820770	DBP	D-binding protein
15820770	RFLP	PCR-restriction fragment length polymorphism method
15851735	GE	glycine encephalopathy
15851735	GLDC	glycine decarboxylase
15858223	15-F(2t)-IsoP	15-F(2t)-isoprostane
15858223	LPO	lipid hydroperoxides
15858223	TBARs	thiobarbituric acid reactive substances
15858223	VPA	valproic acid
15858223	alpha-GST	alpha-glutathione S-transferase
15859361	CE	Celecoxib
15859361	N	Nimesulide
15859361	NSAIDs	non-steroidal anti-inflammatory drugs
15863244	COX	Cyclooxygenase
15863244	MD	midline
15867855	OR	odds ratio
15867855	SNPs	single nucleotide polymorphism
15867855	TIM	T-cell immunoglobulin mucin
15882284	ESRD	end-stage renal disease
15882284	NSAIDs	nonsteroidal anti-inflammatory drugs
15893386	Sch	succinylcholine
1592014	BE	benzoylecgonine
15951966	MAPH	multiplex amplifiable probe hybridisation
15957009	ACh	acetylcholine
15957009	TRP	tryptophan
15957009	i.p.	intraperitoneally
15970799	SNP	single nucleotide polymorphism
